Old number,Current number,Plot,Subplot,a=2006; n=2011; nv=2016,Exclude,Added,Alive2006,Alive2011,Alive2016,Family,Species (names not updated),C=Cerrado; G=generalist; ,Shade Tolerance,H 2016 m,DAP1/16,DAP2/16,DAP3/16,DAP4/16,DAP5/16,DAP6/16,DAP7/16,G2016 (m2),dg2016 (cm),H 2011 (m),DAP 1/11,DAP2/11,DAP3/11,DAP4/11,DAP5/11,DAP6/11,DAP7/11,G2011 (m2),dg 2011 (cm),H 2006,DAP1/06,DAP2/06,DAP3/06,DAP4/06,DAP5/06,DAP6/06,DAP7/06,G2006 (m2),dg2006 (cm),dg 2006 cm,dg 2011 cm,dg 2016 cm,dbh annual increment(cm)_10 years
,4535,12,7,nv,,2016,,NA,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,4,6.2,,,,,,,0.003,6.2,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.2,NA
,4582,12,7,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,4,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,4362,12,7,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,4.5,3.1,,,,,,,0.0008,3.1,,,,,,,,,,,,,,,,,,,0,0,0,,3.1,NA
,4229,12,8,nv,,2016,,NA,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,3,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4568,12,8,nv,,2016,,NA,v,FABACEAE,Stryphnodendron obovatum Benth.,C,I,3,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4258,12,8,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,7,7,7.4,,,,,,0.0081,10.2,,,,,,,,,0,0,,,,,,,,,0,0,0,,10.19,NA
,4523,12,8,nv,,2016,,NA,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,4,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,4356,12,8,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,4,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4589,12,8,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,5,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,4542,12,9,nv,,2016,,NA,v,MYRTACEAE,Eugenia suberosa,C,I,2,6.5,,,,,,,0.0033,6.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.5,NA
,4516,12,9,nv,,2016,,NA,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,3.5,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,4590,12,9,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,4.5,6.5,,,,,,,0.0033,6.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.5,NA
,4293,12,9,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,4,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4380,12,9,nv,,2016,,NA,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,4,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,4253,12,9,nv,,2016,,NA,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,4,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,4349,12,9,nv,,2016,,NA,v,ROSACEAE,Prunus myrtifolia (L.) Urb.,G,T,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,9439,13,2,nv,,2016,,NA,v,ANNONACEAE,xylopia aromatica (Lam.) Mart.,C,I,4,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,9437,13,2,nv,,2016,,NA,v,EUPHORBIACEAE,Pera obovata (Klotzsch) Baill.,G,T,7,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,9440,13,3,nv,,2016,,NA,v,FABACEAE,Stryphnodendron obovatum Benth.,C,I,4,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,9441,13,3,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,4.5,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,9448,13,4,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,5,7.2,,,,,,,0.0041,7.2,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.2,NA
,9445,13,4,nv,,2016,,NA,v,MYRTACEAE,Myrcia venulosa DC.,G,T,5,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,9444,13,4,nv,,2016,,NA,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,7,6.9,,,,,,,0.0037,6.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.9,NA
,9447,13,4,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,9443,13,4,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,9449,13,5,nv,,2016,,NA,v,FABACEAE,Machaerium acutifolium Vogel,C,I,6,6.3,,,,,,,0.0031,6.3,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.3,NA
,9431,13,7,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,4,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,9432,13,7,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,3.5,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,9430,13,7,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,5.7,,,,,,,0.0026,5.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.7,NA
,9429,13,7,nv,,2016,,NA,v,MYRTACEAE,Eugenia pluriflora DC.,G,T,4.5,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,9434,13,8,nv,,2016,,NA,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,3,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,9435,13,10,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,4,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,1529,14,2,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,3,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,1508,14,2,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,6,7.4,,,,,,,0.0043,7.4,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.4,NA
,4267,14,2,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,4.5,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,1541,14,3,nv,,2016,,NA,v,FABACEAE,Acosmium subelegans (Mohlenbr.) Yakovlev,C,I,2.8,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,4235,14,3,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4.5,7.3,,,,,,,0.0042,7.3,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.3,NA
,1504,14,3,nv,,2016,,NA,v,FABACEAE,Stryphnodendron obovatum Benth.,C,I,3.5,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4331,14,3,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,6.1,,,,,,,0.0029,6.1,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.1,NA
,1536,14,3,nv,,2016,,NA,v,ANACARDIACEAE,Tapirira guianensis Aubl.,G,T,6,6.6,,,,,,,0.0034,6.6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.6,NA
2249,2249,14,4,nv,,2016,,NA,v,MYRTACEAE,Eugenia aurata O.Berg,C,I,3,5,,,,,,,0.002,5,,,,,,,,,0,0,,,,,,,,,0,0,0,0,5,NA
,4250,14,4,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,4,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,4278,14,4,nv,,2016,,NA,v,FABACEAE,Machaerium acutifolium Vogel,C,I,5,5.7,,,,,,,0.0026,5.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.7,NA
,1505,14,4,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,4264,14,5,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5,5.8,,,,,,,0.0026,5.8,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.8,NA
,4555,14,5,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4201,14,5,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,6,5.9,,,,,,,0.0027,5.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.9,NA
,4539,14,5,nv,,2016,,NA,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,6,5.7,,,,,,,0.0026,5.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.7,NA
,4556,14,5,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,6.5,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4540,14,5,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,7,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,4330,14,6,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,4,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4372,14,6,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,5,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4399,14,7,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,8,7.7,,,,,,,0.0047,7.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.7,NA
,4400,14,7,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,6,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,4313,14,8,nv,,2016,,NA,v,FABACEAE,Machaerium acutifolium Vogel,C,I,5,7,,,,,,,0.0038,7,,,,,,,,,0,0,,,,,,,,,0,0,0,,7,NA
,4397,14,8,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,4,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4398,14,8,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,4395,14,8,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,5,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,4304,14,9,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,5,5.2,5.5,,,,,,0.0045,7.6,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.57,NA
,4306,14,9,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,6.5,,,,,,,0.0033,6.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.5,NA
,4311,14,9,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,4309,14,9,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,6.2,,,,,,,0.003,6.2,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.2,NA
,4308,14,9,nv,,2016,,NA,v,ANACARDIACEAE,Tapirira guianensis Aubl.,G,T,6,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,4310,14,9,nv,,2016,,NA,v,ANACARDIACEAE,Tapirira guianensis Aubl.,G,T,8,7.9,,,,,,,0.0049,7.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.9,NA
,4307,14,9,nv,,2016,,NA,v,ANACARDIACEAE,Tapirira guianensis Aubl.,G,T,7,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4305,14,10,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,4,5.5,5.3,,,,,,0.0046,7.6,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.64,NA
,4396,14,10,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,4,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4392,14,10,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,4.5,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,6418,15,1,nv,,2016,,NA,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,3,5,,,,,,,0.002,5,,,,,,,,,0,0,,,,,,,,,0,0,0,0,5,NA
,1550,15,1,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,6,5.8,7.1,,,,,,0.0066,9.2,,,,,,,,,0,0,,,,,,,,,0,0,0,,9.17,NA
,1510,15,1,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.8,,,,,,,0.0026,5.8,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.8,NA
,1501,15,1,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,6,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,1511,15,1,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,6,5.7,,,,,,,0.0026,5.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.7,NA
,4337,15,2,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,4,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4216,15,2,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,7,5.9,,,,,,,0.0027,5.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.9,NA
,4217,15,3,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,6,7,,,,,,,0.0038,7,,,,,,,,,0,0,,,,,,,,,0,0,0,,7,NA
,1516,15,3,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,6,6.5,,,,,,,0.0033,6.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.5,NA
,1517,15,3,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,1518,15,3,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,7,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,1544,15,3,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,1537,15,3,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,8,5.9,,,,,,,0.0027,5.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.9,NA
,4537,15,4,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,5,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,1535,15,4,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5,5.9,,,,,,,0.0027,5.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.9,NA
,4240,15,4,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,6.5,,,,,,,0.0033,6.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.5,NA
,1539,15,4,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,1513,15,4,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,6,5.5,,,,,,,0.0024,5.5,,,,,,,,,,,,,,,,,,,0,0,0,,5.5,NA
,1533,15,4,nv,,2016,,NA,v,MYRTACEAE,Myrcia venulosa DC.,G,T,6,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,4274,15,4,nv,,2016,,NA,v,ANACARDIACEAE,Tapirira guianensis Aubl.,G,T,8,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4549,15,5,nv,,2016,,NA,v,BIGNONIACEAE,Cybistax antisyphilitica (MART.) MART.,C,I,4,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,4567,15,5,nv,,2016,,NA,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,4.5,5.8,,,,,,,0.0026,5.8,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.8,NA
,4333,15,5,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,4.5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4224,15,5,nv,,2016,,NA,v,EUPHORBIACEAE,Pera obovata (Klotzsch) Baill.,G,T,5,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,4529,15,5,nv,,2016,,NA,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,5,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,4562,15,5,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,8,8,,,,,,,0.005,8,,,,,,,,,0,0,,,,,,,,,0,0,0,,8,NA
,4561,15,6,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,4515,15,6,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5,6.2,,,,,,,0.003,6.2,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.2,NA
,4260,15,6,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,6,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,1531,15,7,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5,5.5,5.7,,,,,,0.0049,7.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.92,NA
,1534,15,7,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,6,8.8,,,,,,,0.0061,8.8,,,,,,,,,0,0,,,,,,,,,0,0,0,,8.8,NA
,1514,15,7,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,4249,15,7,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,4.5,5.9,,,,,,,0.0027,5.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.9,NA
,1506,15,7,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,1524,15,8,nv,,2016,,NA,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,5,5.7,,,,,,,0.0026,5.7,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.7,NA
,4210,15,8,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,4569,15,9,nv,,2016,,NA,v,MYRTACEAE,Psidium pohlianum,C,I,4,6,,,,,,,0.0028,6,,,,,,,,,0,0,,,,,,,,,0,0,0,,6,NA
,1520,15,9,nv,,2016,,NA,v,ASTERACEAE,Gochnatia polymorpha (Less.) Cabrera,G,I,6,7.5,,,,,,,0.0044,7.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.5,NA
,1522,15,9,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,5,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,1521,15,9,nv,,2016,,NA,v,FABACEAE,Machaerium acutifolium Vogel,C,I,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,1530,15,9,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,1526,15,9,nv,,2016,,NA,v,EUPHORBIACEAE,Maprounea guianensis Aubl.,G,T,7,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4262,15,10,nv,,2016,,NA,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,5,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,4238,15,10,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,4553,15,10,nv,,2016,,NA,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4296,15,10,nv,,2016,,NA,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,6,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4232,15,10,nv,,2016,,NA,v,EUPHORBIACEAE,Maprounea guianensis Aubl.,G,T,6,5.4,,,,,,,0.0023,5.4,,,,,,,,,,,,,,,,,,,0,0,0,,5.4,NA
,4531,16,1,nv,,2016,,NA,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,4,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,4574,16,1,nv,,2016,,NA,v,MELASTOMATACEAE,Miconia albicans (Sw.) Triana,C,T,4,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,4578,16,1,nv,,2016,,NA,v,EUPHORBIACEAE,Maprounea guianensis Aubl.,G,T,5,6.4,,,,,,,0.0032,6.4,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.4,NA
,4286,16,1,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,7.4,,,,,,,0.0043,7.4,,,,,,,,,0,0,,,,,,,,,0,0,0,,7.4,NA
,4275,16,1,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,6.9,,,,,,,0.0037,6.9,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.9,NA
,4584,16,1,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5.5,6.1,,,,,,,0.0029,6.1,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.1,NA
,4268,16,1,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,6,6.5,,,,,,,0.0033,6.5,,,,,,,,,0,0,,,,,,,,,0,0,0,,6.5,NA
,4288,16,1,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,5.1,,,,,,,0.002,5.1,,,,,,,,,,,,,,,,,,,0,0,0,,5.1,NA
,4279,16,1,nv,,2016,,NA,v,EUPHORBIACEAE,Maprounea guianensis Aubl.,G,T,5,5,,,,,,,0.002,5,,,,,,,,,,,,,,,,,,,0,0,0,,5,NA
,4352,16,1,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,5.5,5.3,,,,,,,0.0022,5.3,,,,,,,,,,,,,,,,,,,0,0,0,,5.3,NA
,4241,16,1,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
,4361,16,1,nv,,2016,,NA,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,5.2,,,,,,,0.0021,5.2,,,,,,,,,,,,,,,,,,,0,0,0,,5.2,NA
,4261,16,2,nv,,2016,,NA,v,FABACEAE,Machaerium acutifolium Vogel,C,I,3,5.8,,,,,,,0.0026,5.8,,,,,,,,,0,0,,,,,,,,,0,0,0,,5.8,NA
,4230,16,2,nv,,2016,,NA,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,3,5.6,,,,,,,0.0025,5.6,,,,,,,,,,,,,,,,,,,0,0,0,,5.6,NA
