"","Old.number","Current.number","Plot","Subplot","a.2006..n.2011..nv.2016","Exclude","Added","Alive2006","Alive2011","Alive2016","Family","Species..names.not.updated.","C.Cerrado..G.generalist.","Shade.Tolerance","H.2016.m","DAP1.16","DAP2.16","DAP3.16","DAP4.16","DAP5.16","DAP6.16","DAP7.16","G2016..m2.","dg2016..cm.","H.2011..m.","DAP.1.11","DAP2.11","DAP3.11","DAP4.11","DAP5.11","DAP6.11","DAP7.11","G2011..m2.","dg.2011..cm.","H.2006","DAP1.06","DAP2.06","DAP3.06","DAP4.06","DAP5.06","DAP6.06","DAP7.06","G2006..m2.","dg2006..cm.","dg.2006.cm","dg.2011.cm","dg.2016.cm","dbh.annual.increment.cm._10.years","Code","BA.above2006","BA.above2011","Died2011","Died2016","TBA.2006.m2ha.1","TBA.2011.m2.ha.1","Total.sand..","Clay..","Silt..","Coarse.sand..","Fine.sand..","Base.saturation.V..0.20cm","clay.silt..","Fine.sand.clay.silt","Areia.Grossa","Base.saturation.V..60.80cm","Canopy.cover..","Canopy.oppeness..","Transprecipitation.2006..","soil.humidity.0.20cm..","Diameter.increment.cm.yr","PC1","PC2"
"45","1306","9707","7","7","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","5","8.2",NA,NA,NA,NA,NA,NA,"0.0053","8.2",5,"9.8","9.4",NA,NA,NA,NA,NA,0.0145,"13.6",5,"5.8","9.4",NA,NA,NA,NA,NA,0.0096,"11.1",11.07,13.58,8.2,-0.287,"OCCO",0.6067,0.9888,"n","n",10.41,12.84792015,49.94,9.34,2.95,44.77,42.94,10.3,12.3,55.2,44.77,11.3,52.374,47.63,93.88,0.46,0.3,-1.05485853530723,-0.171557631591878
"46","4629","4629","34","8","a",NA,"2006","v","v","v","EUPHORBIACEAE","Pera obovata (Klotzsch) Baill.","G","T","18","13.7","13.6",NA,NA,NA,NA,NA,"0.0293","19.3",16,"13.1","13","13.1",NA,NA,NA,NA,0.0402,"22.6",15,"13","13","12.4",NA,NA,NA,NA,0.0385,"22.1",22.15,22.63,19.3,-0.285,"PEOB",0.2036,0.0973,"n","n",24.93,26.81370536,81.28,15.03,2,35.68,47.28,6.9,17,64.3,35.68,8.7,86.56,13.44,81.54,0.81,0.14,1.87299982397756,-0.0719839806568736
"47","2678","2678","18","6","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","11","16.1","15.8",NA,NA,NA,NA,NA,"0.04","22.6",11,"15.7","16",NA,NA,NA,NA,NA,0.0395,"22.4",11,"15.2","20.3",NA,NA,NA,NA,NA,0.0507,"25.4",25.4,22.42,22.56,-0.284,"OCCO",0,0.1937,"n","n",15.69,17.72782992,49.19,15.49,3.07,50.25,31.19,5.7,18.6,49.8,50.25,7.1,78.096,21.9,89.39,1,0.26,2.2926549309439,-1.77857583396474
"48","1689","1689","9","10","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","8","9.4",NA,NA,NA,NA,NA,NA,"0.0069","9.4",6,"7.6",NA,NA,NA,NA,NA,NA,0.0045,"7.6",6,"12.2",NA,NA,NA,NA,NA,NA,0.0117,"12.2",12.19,7.6,9.4,-0.279,"COLA",0.7317,1.06,"n","n",11.2,14.71925694,50.68,10,2.38,45.94,41.68,9.7,12.4,54.1,45.94,12.8,76.873,23.13,93.21,0.38,0.31,-1.37003269241337,-0.163952112460169
"49","694","694","1","7","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","7","0","6.6","7.2",NA,NA,NA,NA,"0.0075","9.8",6.5,"13.8",NA,NA,NA,NA,NA,NA,0.015,"13.8",8,"12.4",NA,NA,NA,NA,NA,NA,0.0122,"12.4",12.45,13.8,9.77,-0.268,"OCCO",0.37,1.0087,"n","n",11.93,16.5961779,45.84,12.85,2.03,40.28,44.84,13,14.9,59.7,40.28,10.6,68.317,31.68,92.59,0.25,0.3,-1.72124674976728,0.308303936459403
"50","2670","2670","18","5","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","8","9.1",NA,NA,NA,NA,NA,NA,"0.0065","9.1",8,"10.2",NA,NA,NA,NA,NA,NA,0.0082,"10.2",8,"11.7",NA,NA,NA,NA,NA,NA,0.0107,"11.7",11.68,10.2,9.1,-0.258,"OCCO",0.7705,1.0233,"n","n",15.69,17.72782992,49.19,15.49,3.07,50.25,31.19,5.7,18.6,49.8,50.25,7.1,78.096,21.9,89.39,1,0.26,2.2926549309439,-1.77857583396474
"51","1686","1686","9","10","a",NA,"2006","v","v","v","FABACEAE","Stryphnodendron obovatum Benth.","C","I","4.5","7",NA,NA,NA,NA,NA,NA,"0.0038","7",5,"7",NA,NA,NA,NA,NA,NA,0.0038,"7",4.5,"6.1","7.4",NA,NA,NA,NA,NA,0.0072,"9.6",9.56,7,7,-0.256,"STOB",0.9341,1.2513,"n","n",11.2,14.71925694,50.68,10,2.38,45.94,41.68,9.7,12.4,54.1,45.94,12.8,76.873,23.13,93.21,0.38,0.31,-1.37003269241337,-0.163952112460169
"52","1497","1497","8","4","a",NA,"2006","v","v","v","VOCHYSIACEAE","Qualea cordata (Mart.) Spreng.","C","I","8","10.8","9.5",NA,NA,NA,NA,NA,"0.0162","14.4",7,"10","7.1",NA,NA,NA,NA,NA,0.0118,"12.3",5,"8.1","11.9","6.9","5.6",NA,NA,NA,0.0225,"16.9",16.94,12.26,14.38,-0.256,"QUCO",0.8727,0.7966,"n","n",13.78,16.07537253,47.65,10.65,2.08,47.62,39.65,9.1,12.7,52.4,47.62,12.8,74.571,25.43,91.02,0.63,0.34,-0.880020626812548,-0.842561189427455
"53","3065","3065","28","1","a",NA,"2006","v","v","v","ANACARDIACEAE","Tapirira guianensis Aubl.","G","T","11","16",NA,NA,NA,NA,NA,NA,"0.0201","16",11,"16",NA,NA,NA,NA,NA,NA,0.0201,"16",10,"15","10.9",NA,NA,NA,NA,NA,0.027,"18.5",18.53,16,16,-0.253,"TAGU",1.4444,1.6781,"n","n",22.09,25.21375505,83.79,14.82,6.07,23.33,55.79,6.8,20.9,76.7,23.33,11.5,92.639,7.36,83.95,0.79,0.16,2.63301229991919,1.68708054758838
"54","2476","2476","15","4","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","9","18.6",NA,NA,NA,NA,NA,NA,"0.0272","18.6",8,"18.5",NA,NA,NA,NA,NA,NA,0.0269,"18.5",9,"10.4","18.3",NA,NA,NA,NA,NA,0.0348,"21",21.05,18.5,18.6,-0.245,"OCCO",0.0697,0.3561,"n","n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"55","1768","6783","10","6","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","8","8","5.8",NA,NA,NA,NA,NA,"0.0077","9.9",8,"6.6","7.6",NA,NA,NA,NA,NA,0.008,"10.1",7,"11.2","5.1",NA,NA,NA,NA,NA,0.0118,"12.3",12.28,10.07,9.88,-0.24,"OCCO",1.019,1.0865,"n","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"56","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G",NA,"G","G","G","G","G","G","G",NA,"G",NA,"G","G","G","G","G","G","G",NA,"G",NA,NA,NA,NA,"GNA",0,0,"n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","701","701","1","8","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","6","5.3",NA,NA,NA,NA,NA,NA,"0.0022","5.3",6,"8.8",NA,NA,NA,NA,NA,NA,0.0061,"8.8",6,"7.6",NA,NA,NA,NA,NA,NA,0.0046,"7.6",7.62,8.8,5.3,-0.232,"OCCO",0.7221,1.0641,"n","n",11.93,16.5961779,45.84,12.85,2.03,40.28,44.84,13,14.9,59.7,40.28,10.6,68.317,31.68,92.59,0.25,0.3,-1.72124674976728,0.308303936459403
"58","3409","3409","30","4","a",NA,"2006","v","v","v","MYRTACEAE","Myrcia venulosa DC.","G","T","8","8.1",NA,NA,NA,NA,NA,NA,"0.0052","8.1",7,"8.1",NA,NA,NA,NA,NA,NA,0.0052,"8.1",7,"8.1","6.4",NA,NA,NA,NA,NA,0.0084,"10.3",10.31,8.1,8.1,-0.221,"MYVE",1.5358,1.7665,"n","n",19.21,19.70161994,73.25,18.73,3.15,34.87,43.25,10.7,21.9,65.1,34.87,7.1,78.393,21.61,86.4,0.51,0.19,1.50457928122344,1.22270499936158
"59","1755","1755","10","5","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","7","6.7",NA,NA,NA,NA,NA,NA,"0.0035","6.7",9,"5.2","10",NA,NA,NA,NA,NA,0.01,"11.3",9,"8.9",NA,NA,NA,NA,NA,NA,0.0062,"8.9",8.89,11.27,6.7,-0.219,"OCCO",0.661,0.729,"n","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"60","762","5637","2","4","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","8","20.2",NA,NA,NA,NA,NA,NA,"0.032","20.2",13,"19",NA,NA,NA,NA,NA,NA,0.0284,"19",10.5,"17.3","14.2",NA,NA,NA,NA,NA,0.0393,"22.4",22.38,19,20.2,-0.218,"OCCO",0,0,"n","n",7.52,11.07007716,41.7,9.2,2.22,48.88,39.7,10.5,11.4,51.1,48.88,14.2,42.8,57.2,96.34,0.2,0.29,-2.42961531349113,-0.150567312515456
"61","2247","2247","14","4","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","5","5.7",NA,NA,NA,NA,NA,NA,"0.0026","5.7",6.5,"11.2",NA,NA,NA,NA,NA,NA,0.0099,"11.2",5,"7.9",NA,NA,NA,NA,NA,NA,0.0049,"7.9",7.87,11.2,5.7,-0.217,"OCCO",0.4077,0.6551,"n","n",6.76,12.01158891,56.31,10.78,2.22,44.68,42.31,10.6,13,55.3,44.68,13.2,65.285,34.72,96.98,0.22,0.38,-1.69373799955675,0.526169934250018
"62","1421","1421","6","5","a",NA,"2006","v","v","v","MYRTACEAE","Myrcia venulosa DC.","G","T","7","7.7",NA,NA,NA,NA,NA,NA,"0.0047","7.7",6.5,"6.9",NA,NA,NA,NA,NA,NA,0.0037,"6.9",6,"6.9","7",NA,NA,NA,NA,NA,0.0075,"9.8",9.79,6.9,7.7,-0.209,"MYVE",0.718,1.086,"n","n",12.14,15.25078936,55.27,11.32,2.69,36.72,49.27,10.9,14,63.3,36.72,12.5,57.076,42.92,92.41,0.23,0.28,-1.44070875638512,0.660131924292916
"63","2937","2937","27","3","a",NA,"2006","v","v","v","BURSERACEAE","Protium heptaphyllum (Aubl.) Marchand","G","T","9","10.7",NA,NA,NA,NA,NA,NA,"0.009","10.7",12,"11.7","7.9",NA,NA,NA,NA,NA,0.0157,"14.1",11,"10.4","7.4",NA,NA,NA,NA,NA,0.0128,"12.8",12.76,14.12,10.7,-0.206,"PRHE",1.0003,1.174,"n","n",20.16,22.73991577,77.78,14.09,4.34,30.79,50.78,7.4,18.4,69.2,30.79,11.5,86.303,13.7,85.6,0.71,0.23,1.63213751450122,0.994860040486908
"64","3923","3923","29","9","a",NA,"2006","v","v","v","FABACEAE","Anadenanthera falcata (Benth.) Speg.","C","I","16","12.5",NA,NA,NA,NA,NA,NA,"0.0123","12.5",16,"11.9",NA,NA,NA,NA,NA,NA,0.0111,"11.9",13,"14.5",NA,NA,NA,NA,NA,NA,0.0165,"14.5",14.48,11.9,12.5,-0.198,"ANFA",0.3234,0,"n","n",20.57,21.36032462,80.69,18.53,4.09,25.69,51.69,8.8,22.6,74.3,25.69,7.1,87.645,12.36,85.24,0.47,0.21,2.21909576976463,1.5740504187589
"65","1385","1385","6","4","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","9","8.7",NA,NA,NA,NA,NA,NA,"0.0059","8.7",9,"11.2","6.5",NA,NA,NA,NA,NA,0.0132,"12.9",9,"10.7",NA,NA,NA,NA,NA,NA,0.0089,"10.7",10.67,12.95,8.7,-0.197,"OCCO",0.3515,0.5268,"n","n",12.14,15.25078936,55.27,11.32,2.69,36.72,49.27,10.9,14,63.3,36.72,12.5,57.076,42.92,92.41,0.23,0.28,-1.44070875638512,0.660131924292916
"66","743","743","2","1","a",NA,"2006","v","v","v","BIGNONIACEAE","Tabebuia ochracea (Cham.) Standl","G","I","3","4.5",NA,NA,NA,NA,NA,NA,"0.0016","4.5",3,"5",NA,NA,NA,NA,NA,NA,0.002,"5",3,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",6.35,5,4.5,-0.185,"TAOC",0.6942,1.0732,"n","n",7.52,11.07007716,41.7,9.2,2.22,48.88,39.7,10.5,11.4,51.1,48.88,14.2,42.8,57.2,96.34,0.2,0.29,-2.42961531349113,-0.150567312515456
"67","1965","1965","13","6","a",NA,"2006","v","v","v","BIGNONIACEAE","Tabebuia ochracea (Cham.) Standl","G","I","3","5.8",NA,NA,NA,NA,NA,NA,"0.0026","5.8",3.5,"6.9",NA,NA,NA,NA,NA,NA,0.0037,"6.9",3.5,"7.6",NA,NA,NA,NA,NA,NA,0.0046,"7.6",7.62,6.9,5.8,-0.182,"TAOC",0.6818,1.0319,"n","n",8.3,11.63283387,55.11,9.36,1.71,46.82,42.11,9.9,11.1,53.2,46.82,13.7,44.616,55.38,95.68,0.42,0.32,-1.65096869162688,-0.179733327973471
"68","3263","3263","29","2","a",NA,"2006","v","v","v","FABACEAE","Anadenanthera falcata (Benth.) Speg.","C","I","5","13.2",NA,NA,NA,NA,NA,NA,"0.0137","13.2",8,"14",NA,NA,NA,NA,NA,NA,0.0154,"14",8,"15",NA,NA,NA,NA,NA,NA,0.0176,"15",14.99,14,13.2,-0.179,"ANFA",1.6532,1.8775,"n","n",20.57,21.36032462,80.69,18.53,4.09,25.69,51.69,8.8,22.6,74.3,25.69,7.1,87.645,12.36,85.24,0.47,0.21,2.21909576976463,1.5740504187589
"69","1852","1852","11","4","a",NA,"2006","v","v","v","MYRTACEAE","Myrcia guianensis (Aubl.) DC.","G","T","3","5","5.1",NA,NA,NA,NA,NA,"0.004","7.1",3,"5.5","5.1",NA,NA,NA,NA,NA,0.0044,"7.5",3,"5.3","5.1","5",NA,NA,NA,NA,0.0062,"8.9",8.92,7.5,7.14,-0.178,"MYGU",0.4052,0.8105,"n","n",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"70","1606","1606","9","4","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","8","6.4",NA,NA,NA,NA,NA,NA,"0.0032","6.4",7,"7.7",NA,NA,NA,NA,NA,NA,0.0047,"7.7",5.5,"8.1",NA,NA,NA,NA,NA,NA,0.0052,"8.1",8.13,7.7,6.4,-0.173,"OCCO",0.872,0.9038,"n","n",11.2,14.71925694,50.68,10,2.38,45.94,41.68,9.7,12.4,54.1,45.94,12.8,76.873,23.13,93.21,0.38,0.31,-1.37003269241337,-0.163952112460169
"71","1826","1826","10","10","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","7","6.4",NA,NA,NA,NA,NA,NA,"0.0032","6.4",6,"5.2",NA,NA,NA,NA,NA,NA,0.0021,"5.2",5,"8.1",NA,NA,NA,NA,NA,NA,0.0052,"8.1",8.13,5.2,6.4,-0.173,"OCCO",1.3623,1.4864,"n","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"72","3083","3083","28","2","a",NA,"2006","v","v","v","RUBIACEAE","Faramea montevidensis (Cham. & Schltdl) DC. ","G","T","6","6.2",NA,NA,NA,NA,NA,NA,"0.003","6.2",6,"6.2",NA,NA,NA,NA,NA,NA,0.003,"6.2",5,"5.8","5.3",NA,NA,NA,NA,NA,0.0049,"7.9",7.91,6.2,6.2,-0.171,"FAMO",2.1968,2.4687,"n","n",22.09,25.21375505,83.79,14.82,6.07,23.33,55.79,6.8,20.9,76.7,23.33,11.5,92.639,7.36,83.95,0.79,0.16,2.63301229991919,1.68708054758838
"73","2760","2760","26","2","a",NA,"2006","v","v","v","ARECACEAE","Syagrus romanzoffiana (Cham.) Glassman","G","T","5","7.7",NA,NA,NA,NA,NA,NA,"0.0047","7.7",5,"8.2",NA,NA,NA,NA,NA,NA,0.0053,"8.2",5,"9.4",NA,NA,NA,NA,NA,NA,0.0069,"9.4",9.4,8.2,7.7,-0.17,"SYRO",1.9528,2.2093,"n","n",19.96,22.32469147,69.17,16.17,4.64,36.02,43.17,6.7,20.8,64,36.02,10.1,90.624,9.38,85.76,0.43,0.2,1.64860710067828,0.996777177784557
"74","3984","1552","30","2","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","15","19.4",NA,NA,NA,NA,NA,NA,"0.0296","19.4",13.5,"16.7",NA,NA,NA,NA,NA,NA,0.0219,"16.7",13,"21.1",NA,NA,NA,NA,NA,NA,0.0349,"21.1",21.08,16.7,19.4,-0.168,"COLA",0.1778,0.2959,"n","n",19.21,19.70161994,73.25,18.73,3.15,34.87,43.25,10.7,21.9,65.1,34.87,7.1,78.393,21.61,86.4,0.51,0.19,1.50457928122344,1.22270499936158
"75","794","794","2","7","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","6","7",NA,NA,NA,NA,NA,NA,"0.0038","7",9,"6.9",NA,NA,NA,NA,NA,NA,0.0037,"6.9",5,"8.6",NA,NA,NA,NA,NA,NA,0.0059,"8.6",8.64,6.9,7,-0.164,"OCCO",0.419,0.3499,"n","n",7.52,11.07007716,41.7,9.2,2.22,48.88,39.7,10.5,11.4,51.1,48.88,14.2,42.8,57.2,96.34,0.2,0.29,-2.42961531349113,-0.150567312515456
"76","2677","2677","18","6","a",NA,"2006","v","v","v","MYRTACEAE","Myrcia guianensis (Aubl.) DC.","G","T","3","6",NA,NA,NA,NA,NA,NA,"0.0028","6",3.5,"5.7",NA,NA,NA,NA,NA,NA,0.0026,"5.7",3.5,"7.6",NA,NA,NA,NA,NA,NA,0.0046,"7.6",7.62,5.7,6,-0.162,"MYGU",1.5211,1.7603,"n","n",15.69,17.72782992,49.19,15.49,3.07,50.25,31.19,5.7,18.6,49.8,50.25,7.1,78.096,21.9,89.39,1,0.26,2.2926549309439,-1.77857583396474
"77","1280","1280","7","4","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","7","8.3",NA,NA,NA,NA,NA,NA,"0.0054","8.3",7,"5.8",NA,NA,NA,NA,NA,NA,0.0026,"5.8",8,"9.9",NA,NA,NA,NA,NA,NA,0.0077,"9.9",9.91,5.8,8.3,-0.161,"OCCO",0.1918,0.52,"n","n",10.41,12.84792015,49.94,9.34,2.95,44.77,42.94,10.3,12.3,55.2,44.77,11.3,52.374,47.63,93.88,0.46,0.3,-1.05485853530723,-0.171557631591878
"78",NA,"6462","8","9","a",NA,"2006","v","v","v","ASTERACEAE","Tabebuia ochracea (Cham.) Standl","C","I","2.5","5",NA,NA,NA,NA,NA,NA,"0.002","5",4.5,"7",NA,NA,NA,NA,NA,NA,0.0038,"7",3.5,"6.6",NA,NA,NA,NA,NA,NA,0.0034,"6.6",6.6,7,5,-0.16,"TAOC",1.2,1.4436,"n","n",13.78,16.07537253,47.65,10.65,2.08,47.62,39.65,9.1,12.7,52.4,47.62,12.8,74.571,25.43,91.02,0.63,0.34,-0.880020626812548,-0.842561189427455
"79","4573","4573","34","5","a",NA,"2006","v","v","v","ARECACEAE","Syagrus romanzoffiana (Cham.) Glassman","G","T","13","11.1",NA,NA,NA,NA,NA,NA,"0.0097","11.1",9,"13",NA,NA,NA,NA,NA,NA,0.0133,"13",8,"12.7",NA,NA,NA,NA,NA,NA,0.0127,"12.7",12.7,13,11.1,-0.16,"SYRO",2.2897,2.3743,"n","n",24.93,26.81370536,81.28,15.03,2,35.68,47.28,6.9,17,64.3,35.68,8.7,86.56,13.44,81.54,0.81,0.14,1.87299982397756,-0.0719839806568736
"80","788","788","2","7","a",NA,"2006","v","v","v","BIGNONIACEAE","Tabebuia ochracea (Cham.) Standl","G","I","3","4",NA,NA,NA,NA,NA,NA,"0.0013","4",2.5,"5.5",NA,NA,NA,NA,NA,NA,0.0024,"5.5",2.5,"5.6",NA,NA,NA,NA,NA,NA,0.0025,"5.6",5.59,5.5,4,-0.159,"TAOC",0.7194,1.085,"n","n",7.52,11.07007716,41.7,9.2,2.22,48.88,39.7,10.5,11.4,51.1,48.88,14.2,42.8,57.2,96.34,0.2,0.29,-2.42961531349113,-0.150567312515456
"81","1428","1428","6","6","a",NA,"2006","v","v","v","FABACEAE","Machaerium acutifolium Vogel","C","I","7","15.7",NA,NA,NA,NA,NA,NA,"0.0194","15.7",8,"16.8",NA,NA,NA,NA,NA,NA,0.0222,"16.8",6,"17.3",NA,NA,NA,NA,NA,NA,0.0234,"17.3",17.27,16.8,15.7,-0.157,"MAAC",0.718,0.6995,"n","n",12.14,15.25078936,55.27,11.32,2.69,36.72,49.27,10.9,14,63.3,36.72,12.5,57.076,42.92,92.41,0.23,0.28,-1.44070875638512,0.660131924292916
"82","2221","2221","12","9","a",NA,"2006","v","v","v","VOCHYSIACEAE","Qualea cordata (Mart.) Spreng.","C","I","4","5.8",NA,NA,NA,NA,NA,NA,"0.0026","5.8",4.5,"5.5","6.5",NA,NA,NA,NA,NA,0.0057,"8.5",4,"5.3","5.1",NA,NA,NA,NA,NA,0.0043,"7.4",7.37,8.51,5.8,-0.157,"QUCO",0.3742,0.5884,"n","n",6.56,8.949674904,58.21,9.54,4.38,39.87,46.21,5.4,13.9,60.1,39.87,10.2,58.6,41.4,97.15,0.92,0.23,1.50996001284005,-0.976322415574288
"83","2495","1540","15","6","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","8","9.9",NA,NA,NA,NA,NA,NA,"0.0077","9.9",6,"8","11.4",NA,NA,NA,NA,NA,0.0152,"13.9",5,"11.4",NA,NA,NA,NA,NA,NA,0.0103,"11.4",11.43,13.93,9.9,-0.153,"OCCO",0.6953,0.8008,"n","n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"84","2198","2198","12","7","a",NA,"2006","v","v","v","ASTERACEAE","Gochnatia polymorpha (Less.) Cabrera","G","I","4","6","14.6",NA,NA,NA,NA,NA,"0.0196","15.8",5,"15.6",NA,NA,NA,NA,NA,NA,0.0191,"15.6",4,"17.3",NA,NA,NA,NA,NA,NA,0.0234,"17.3",17.27,15.6,15.78,-0.149,"GOPO",0.3742,0.4091,"n","n",6.56,8.949674904,58.21,9.54,4.38,39.87,46.21,5.4,13.9,60.1,39.87,10.2,58.6,41.4,97.15,0.92,0.23,1.50996001284005,-0.976322415574288
"85","4162","4162","32","1","a",NA,"2006","v","v","v","ANACARDIACEAE","Tapirira guianensis Aubl.","G","T","10","12.3","12.1",NA,NA,NA,NA,NA,"0.0234","17.3",10,"12","12",NA,NA,NA,NA,NA,0.0226,"17",10,"11.9","11.9","8.1",NA,NA,NA,NA,0.0276,"18.7",18.74,16.97,17.25,-0.149,"TAGU",1.2346,1.7197,"n","n",20.03,22.91476111,71.8,16.11,1.73,42.37,39.8,8.8,17.8,57.6,42.37,9.9,84.556,15.44,85.7,0.24,0.19,0.152679642693612,0.762006164074839
"86","2701","2701","18","8","a",NA,"2006","v","v","v","FABACEAE","Plathymenia reticulata Benth.","C","I","8","16.6",NA,NA,NA,NA,NA,NA,"0.0216","16.6",10,"18",NA,NA,NA,NA,NA,NA,0.0254,"18",10,"18",NA,NA,NA,NA,NA,NA,0.0255,"18",18.03,18,16.6,-0.143,"PLRE",0.2254,0.3676,"n","n",15.69,17.72782992,49.19,15.49,3.07,50.25,31.19,5.7,18.6,49.8,50.25,7.1,78.096,21.9,89.39,1,0.26,2.2926549309439,-1.77857583396474
"87","1180","9404","5","5","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","7","7.2","6.2",NA,NA,NA,NA,NA,"0.0071","9.5",3,"10.4",NA,NA,NA,NA,NA,NA,0.0085,"10.4",7,"10.9",NA,NA,NA,NA,NA,NA,0.0094,"10.9",10.92,10.4,9.5,-0.142,"OCCO",0.1391,0.9503,"n","n",6.7,10.02848211,41.84,9.6,1.48,52.08,36.84,11.1,11.1,47.9,52.08,14.2,43.13,56.87,97.04,0.23,0.36,-2.64677130847713,-0.304824766583906
"88","3687","3687","35","2","a",NA,"2006","v","v","v","FABACEAE","Platypodium elegans Vogel","G","I","6","9",NA,NA,NA,NA,NA,NA,"0.0064","9",5,"10.1",NA,NA,NA,NA,NA,NA,0.008,"10.1",4,"10.4",NA,NA,NA,NA,NA,NA,0.0085,"10.4",10.41,10.1,9,-0.141,"PLEL",1.9355,2.1022,"n","n",20.28,22.82254751,65.25,12.8,1.24,55.71,30.25,5.1,14,44.3,55.71,5.7,90.471,9.528809008,85.49281484,0.74,0.28,1.64652854857022,-1.70572545390995
"89","1834","1834","11","1","a",NA,"2006","v","v","v","BIGNONIACEAE","Tabebuia ochracea (Cham.) Standl","G","I","4","5.7",NA,NA,NA,NA,NA,NA,"0.0026","5.7",3.5,"7.1",NA,NA,NA,NA,NA,NA,0.004,"7.1",3,"7.1",NA,NA,NA,NA,NA,NA,0.004,"7.1",7.11,7.1,5.7,-0.141,"TAOC",0.4052,0.7284,"n","n",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"90","3280","3280","29","2","a",NA,"2006","v","v","v","FABACEAE","Plathymenia reticulata Benth.","C","I","7","6",NA,NA,NA,NA,NA,NA,"0.0028","6",6,"6.8",NA,NA,NA,NA,NA,NA,0.0036,"6.8",5,"7.4",NA,NA,NA,NA,NA,NA,0.0043,"7.4",7.37,6.8,6,-0.137,"PLRE",1.9222,2.037,"n","n",20.57,21.36032462,80.69,18.53,4.09,25.69,51.69,8.8,22.6,74.3,25.69,7.1,87.645,12.36,85.24,0.47,0.21,2.21909576976463,1.5740504187589
"91","4389","4389","33","6","a",NA,"2006","v","v","v","RUBIACEAE","Faramea montevidensis (Cham. & Schltdl) DC. ","G","T","8","5",NA,NA,NA,NA,NA,NA,"0.002","5",8,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",6,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",6.35,6.4,5,-0.135,"FAMO",2.258,2.5348,"n","n",23.09,27.0408268,72.69,14.78,1.73,43.8,39.69,6.8,16.5,56.2,43.8,9.5,78.166,21.83,83.1,0.74,0.14,1.32679191751686,-0.424757317640242
